,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
2370,Nordeste,AL,,27,,,,2022-03-30,13,3337357.0,296145.0,79,6880,4,,,
2371,Nordeste,AL,,27,,,,2022-03-31,13,3337357.0,296188.0,43,6884,4,,,
2372,Nordeste,AL,,27,,,,2022-04-01,13,3337357.0,296226.0,38,6886,2,,,
2373,Nordeste,AL,,27,,,,2022-04-02,13,3337357.0,296248.0,22,6888,2,,,
2374,Nordeste,AL,,27,,,,2022-04-03,14,3337357.0,296252.0,4,6888,0,,,
2375,Nordeste,AL,,27,,,,2022-04-04,14,3337357.0,296263.0,11,6891,3,,,
2376,Nordeste,AL,,27,,,,2022-04-05,14,3337357.0,296267.0,4,6893,2,,,
2377,Nordeste,AL,,27,,,,2022-04-06,14,3337357.0,296559.0,292,6896,3,,,
2378,Nordeste,AL,,27,,,,2022-04-07,14,3337357.0,296914.0,355,6898,2,,,
2379,Nordeste,AL,,27,,,,2022-04-08,14,3337357.0,296989.0,75,6900,2,,,
2380,Nordeste,AL,,27,,,,2022-04-09,14,3337357.0,297011.0,22,6903,3,,,
2381,Nordeste,AL,,27,,,,2022-04-10,15,3337357.0,297026.0,15,6905,2,,,
2382,Nordeste,AL,,27,,,,2022-04-11,15,3337357.0,297083.0,57,6907,2,,,
2383,Nordeste,AL,,27,,,,2022-04-12,15,3337357.0,297095.0,12,6907,0,,,
2384,Nordeste,AL,,27,,,,2022-04-13,15,3337357.0,297108.0,13,6910,3,,,
2385,Nordeste,AL,,27,,,,2022-04-14,15,3337357.0,297159.0,51,6913,3,,,
2386,Nordeste,AL,,27,,,,2022-04-15,15,3337357.0,297166.0,7,6914,1,,,
2387,Nordeste,AL,,27,,,,2022-04-16,15,3337357.0,297197.0,31,6914,0,,,
2388,Nordeste,AL,,27,,,,2022-04-17,16,3337357.0,297200.0,3,6915,1,,,
2389,Nordeste,AL,,27,,,,2022-04-18,16,3337357.0,297236.0,36,6917,2,,,
2390,Nordeste,AL,,27,,,,2022-04-19,16,3337357.0,297279.0,43,6919,2,,,
2391,Nordeste,AL,,27,,,,2022-04-20,16,3337357.0,297341.0,62,6921,2,,,
2392,Nordeste,AL,,27,,,,2022-04-21,16,3337357.0,297411.0,70,6921,0,,,
2393,Nordeste,AL,,27,,,,2022-04-22,16,3337357.0,297546.0,135,6921,0,,,
2394,Nordeste,AL,,27,,,,2022-04-23,16,3337357.0,297625.0,79,6921,0,,,
2395,Nordeste,AL,,27,,,,2022-04-24,17,3337357.0,297721.0,96,6921,0,,,
2396,Nordeste,AL,,27,,,,2022-04-25,17,3337357.0,297805.0,84,6921,0,,,
2397,Nordeste,AL,,27,,,,2022-04-26,17,3337357.0,297823.0,18,6923,2,,,
2398,Nordeste,AL,,27,,,,2022-04-27,17,3337357.0,297867.0,44,6924,1,,,
2399,Nordeste,AL,,27,,,,2022-04-28,17,3337357.0,297888.0,21,6924,0,,,
2400,Nordeste,AL,,27,,,,2022-04-29,17,3337357.0,297902.0,14,6924,0,,,
2401,Nordeste,AL,,27,,,,2022-04-30,17,3337357.0,297972.0,70,6926,2,,,
2402,Nordeste,AL,,27,,,,2022-05-01,18,3337357.0,297972.0,0,6926,0,,,
2403,Nordeste,AL,,27,,,,2022-05-02,18,3337357.0,298036.0,64,6928,2,,,
2404,Nordeste,AL,,27,,,,2022-05-03,18,3337357.0,298081.0,45,6928,0,,,
2405,Nordeste,AL,,27,,,,2022-05-04,18,3337357.0,298166.0,85,6930,2,,,
2406,Nordeste,AL,,27,,,,2022-05-05,18,3337357.0,298275.0,109,6930,0,,,
2407,Nordeste,AL,,27,,,,2022-05-06,18,3337357.0,298301.0,26,6932,2,,,
2408,Nordeste,AL,,27,,,,2022-05-07,18,3337357.0,298353.0,52,6933,1,,,
2409,Nordeste,AL,,27,,,,2022-05-08,19,3337357.0,298410.0,57,6933,0,,,
2410,Nordeste,AL,,27,,,,2022-05-09,19,3337357.0,298457.0,47,6933,0,,,
2411,Nordeste,AL,,27,,,,2022-05-10,19,3337357.0,298475.0,18,6933,0,,,
2412,Nordeste,AL,,27,,,,2022-05-11,19,3337357.0,298496.0,21,6935,2,,,
2413,Nordeste,AL,,27,,,,2022-05-12,19,3337357.0,298522.0,26,6936,1,,,
2414,Nordeste,AL,,27,,,,2022-05-13,19,3337357.0,298535.0,13,6936,0,,,
2415,Nordeste,AL,,27,,,,2022-05-14,19,3337357.0,298573.0,38,6936,0,,,
2416,Nordeste,AL,,27,,,,2022-05-15,20,3337357.0,298577.0,4,6936,0,,,
2417,Nordeste,AL,,27,,,,2022-05-16,20,3337357.0,298578.0,1,6936,0,,,
2418,Nordeste,AL,,27,,,,2022-05-17,20,3337357.0,298593.0,15,6936,0,,,
2419,Nordeste,AL,,27,,,,2022-05-18,20,3337357.0,298627.0,34,6936,0,,,
2420,Nordeste,AL,,27,,,,2022-05-19,20,3337357.0,298644.0,17,6936,0,,,
2421,Nordeste,AL,,27,,,,2022-05-20,20,3337357.0,298657.0,13,6936,0,,,
2422,Nordeste,AL,,27,,,,2022-05-21,20,3337357.0,298680.0,23,6936,0,,,
2423,Nordeste,AL,,27,,,,2022-05-22,21,3337357.0,298774.0,94,6936,0,,,
2424,Nordeste,AL,,27,,,,2022-05-23,21,3337357.0,298785.0,11,6936,0,,,
2425,Nordeste,AL,,27,,,,2022-05-24,21,3337357.0,298834.0,49,6936,0,,,
2426,Nordeste,AL,,27,,,,2022-05-25,21,3337357.0,298871.0,37,6936,0,,,
2427,Nordeste,AL,,27,,,,2022-05-26,21,3337357.0,298916.0,45,6936,0,,,
2428,Nordeste,AL,,27,,,,2022-05-27,21,3337357.0,299038.0,122,6936,0,,,
2429,Nordeste,AL,,27,,,,2022-05-28,21,3337357.0,299060.0,22,6936,0,,,
2430,Nordeste,AL,,27,,,,2022-05-29,22,3337357.0,299075.0,15,6936,0,,,
2431,Nordeste,AL,,27,,,,2022-05-30,22,3337357.0,299233.0,158,6936,0,,,
2432,Nordeste,AL,,27,,,,2022-05-31,22,3337357.0,299292.0,59,6936,0,,,
2433,Nordeste,AL,,27,,,,2022-06-01,22,3337357.0,299355.0,63,6936,0,,,
2434,Nordeste,AL,,27,,,,2022-06-02,22,3337357.0,299398.0,43,6936,0,,,
2435,Nordeste,AL,,27,,,,2022-06-03,22,3337357.0,299429.0,31,6936,0,,,
2436,Nordeste,AL,,27,,,,2022-06-04,22,3337357.0,299511.0,82,6936,0,,,
2437,Nordeste,AL,,27,,,,2022-06-05,23,3337357.0,299528.0,17,6936,0,,,
2438,Nordeste,AL,,27,,,,2022-06-06,23,3337357.0,299560.0,32,6936,0,,,
2439,Nordeste,AL,,27,,,,2022-06-07,23,3337357.0,299592.0,32,6936,0,,,
2440,Nordeste,AL,,27,,,,2022-06-08,23,3337357.0,299662.0,70,6936,0,,,
2441,Nordeste,AL,,27,,,,2022-06-09,23,3337357.0,299740.0,78,6936,0,,,
2442,Nordeste,AL,,27,,,,2022-06-10,23,3337357.0,299875.0,135,6936,0,,,
2443,Nordeste,AL,,27,,,,2022-06-11,23,3337357.0,299974.0,99,6936,0,,,
2444,Nordeste,AL,,27,,,,2022-06-12,24,3337357.0,300001.0,27,6936,0,,,
2445,Nordeste,SE,,28,,,,2022-01-01,52,2298696.0,278538.0,8,6057,0,,,
2446,Nordeste,SE,,28,,,,2022-01-02,1,2298696.0,278539.0,1,6057,0,,,
2447,Nordeste,SE,,28,,,,2022-01-03,1,2298696.0,278539.0,0,6058,1,,,
2448,Nordeste,SE,,28,,,,2022-01-04,1,2298696.0,278557.0,18,6059,1,,,
2449,Nordeste,SE,,28,,,,2022-01-05,1,2298696.0,278570.0,13,6059,0,,,
2450,Nordeste,SE,,28,,,,2022-01-06,1,2298696.0,278650.0,80,6060,1,,,
2451,Nordeste,SE,,28,,,,2022-01-07,1,2298696.0,278685.0,35,6060,0,,,
2452,Nordeste,SE,,28,,,,2022-01-08,1,2298696.0,278814.0,129,6061,1,,,
2453,Nordeste,SE,,28,,,,2022-01-09,2,2298696.0,278943.0,129,6062,1,,,
2454,Nordeste,SE,,28,,,,2022-01-10,2,2298696.0,278961.0,18,6062,0,,,
2455,Nordeste,SE,,28,,,,2022-01-11,2,2298696.0,279065.0,104,6062,0,,,
2456,Nordeste,SE,,28,,,,2022-01-12,2,2298696.0,279235.0,170,6062,0,,,
2457,Nordeste,SE,,28,,,,2022-01-13,2,2298696.0,279337.0,102,6063,1,,,
2458,Nordeste,SE,,28,,,,2022-01-14,2,2298696.0,279587.0,250,6064,1,,,
2459,Nordeste,SE,,28,,,,2022-01-15,2,2298696.0,279897.0,310,6065,1,,,
2460,Nordeste,SE,,28,,,,2022-01-16,3,2298696.0,280211.0,314,6066,1,,,
2461,Nordeste,SE,,28,,,,2022-01-17,3,2298696.0,280308.0,97,6067,1,,,
2462,Nordeste,SE,,28,,,,2022-01-18,3,2298696.0,280588.0,280,6067,0,,,
2463,Nordeste,SE,,28,,,,2022-01-19,3,2298696.0,281053.0,465,6068,1,,,
2464,Nordeste,SE,,28,,,,2022-01-20,3,2298696.0,281430.0,377,6069,1,,,
2465,Nordeste,SE,,28,,,,2022-01-21,3,2298696.0,282070.0,640,6070,1,,,
2466,Nordeste,SE,,28,,,,2022-01-22,3,2298696.0,282972.0,902,6072,2,,,
2467,Nordeste,SE,,28,,,,2022-01-23,4,2298696.0,283671.0,699,6074,2,,,
2468,Nordeste,SE,,28,,,,2022-01-24,4,2298696.0,284333.0,662,6075,1,,,
2469,Nordeste,SE,,28,,,,2022-01-25,4,2298696.0,284928.0,595,6077,2,,,
2470,Nordeste,SE,,28,,,,2022-01-26,4,2298696.0,286187.0,1259,6079,2,,,
2471,Nordeste,SE,,28,,,,2022-01-27,4,2298696.0,287212.0,1025,6081,2,,,
2472,Nordeste,SE,,28,,,,2022-01-28,4,2298696.0,289076.0,1864,6084,3,,,
2473,Nordeste,SE,,28,,,,2022-01-29,4,2298696.0,290298.0,1222,6089,5,,,
2474,Nordeste,SE,,28,,,,2022-01-30,5,2298696.0,292167.0,1869,6093,4,,,
2475,Nordeste,SE,,28,,,,2022-01-31,5,2298696.0,293716.0,1549,6098,5,,,
2476,Nordeste,SE,,28,,,,2022-02-01,5,2298696.0,295696.0,1980,6103,5,,,
2477,Nordeste,SE,,28,,,,2022-02-02,5,2298696.0,297332.0,1636,6109,6,,,
2478,Nordeste,SE,,28,,,,2022-02-03,5,2298696.0,299127.0,1795,6115,6,,,
2479,Nordeste,SE,,28,,,,2022-02-04,5,2298696.0,301161.0,2034,6120,5,,,
2480,Nordeste,SE,,28,,,,2022-02-05,5,2298696.0,303004.0,1843,6126,6,,,
2481,Nordeste,SE,,28,,,,2022-02-06,6,2298696.0,304586.0,1582,6129,3,,,
2482,Nordeste,SE,,28,,,,2022-02-07,6,2298696.0,306977.0,2391,6135,6,,,
2483,Nordeste,SE,,28,,,,2022-02-08,6,2298696.0,308316.0,1339,6141,6,,,
2484,Nordeste,SE,,28,,,,2022-02-09,6,2298696.0,310100.0,1784,6147,6,,,
2485,Nordeste,SE,,28,,,,2022-02-10,6,2298696.0,311648.0,1548,6154,7,,,
2486,Nordeste,SE,,28,,,,2022-02-11,6,2298696.0,312522.0,874,6160,6,,,
2487,Nordeste,SE,,28,,,,2022-02-12,6,2298696.0,313316.0,794,6166,6,,,
2488,Nordeste,SE,,28,,,,2022-02-13,7,2298696.0,313534.0,218,6172,6,,,
2489,Nordeste,SE,,28,,,,2022-02-14,7,2298696.0,315449.0,1915,6179,7,,,
2490,Nordeste,SE,,28,,,,2022-02-15,7,2298696.0,316015.0,566,6185,6,,,
2491,Nordeste,SE,,28,,,,2022-02-16,7,2298696.0,316926.0,911,6191,6,,,
2492,Nordeste,SE,,28,,,,2022-02-17,7,2298696.0,317404.0,478,6197,6,,,
2493,Nordeste,SE,,28,,,,2022-02-18,7,2298696.0,317786.0,382,6203,6,,,
2494,Nordeste,SE,,28,,,,2022-02-19,7,2298696.0,317940.0,154,6210,7,,,
2495,Nordeste,SE,,28,,,,2022-02-20,8,2298696.0,318291.0,351,6217,7,,,
2496,Nordeste,SE,,28,,,,2022-02-21,8,2298696.0,318846.0,555,6223,6,,,
2497,Nordeste,SE,,28,,,,2022-02-22,8,2298696.0,319379.0,533,6230,7,,,
2498,Nordeste,SE,,28,,,,2022-02-23,8,2298696.0,319730.0,351,6234,4,,,
2499,Nordeste,SE,,28,,,,2022-02-24,8,2298696.0,319923.0,193,6237,3,,,
2500,Nordeste,SE,,28,,,,2022-02-25,8,2298696.0,320125.0,202,6240,3,,,
2501,Nordeste,SE,,28,,,,2022-02-26,8,2298696.0,320273.0,148,6244,4,,,
2502,Nordeste,SE,,28,,,,2022-02-27,9,2298696.0,320389.0,116,6247,3,,,
2503,Nordeste,SE,,28,,,,2022-02-28,9,2298696.0,320478.0,89,6250,3,,,
2504,Nordeste,SE,,28,,,,2022-03-01,9,2298696.0,320577.0,99,6254,4,,,
2505,Nordeste,SE,,28,,,,2022-03-02,9,2298696.0,320700.0,123,6258,4,,,
2506,Nordeste,SE,,28,,,,2022-03-03,9,2298696.0,320867.0,167,6261,3,,,
2507,Nordeste,SE,,28,,,,2022-03-04,9,2298696.0,321030.0,163,6265,4,,,
2508,Nordeste,SE,,28,,,,2022-03-05,9,2298696.0,321161.0,131,6266,1,,,
2509,Nordeste,SE,,28,,,,2022-03-06,10,2298696.0,321313.0,152,6268,2,,,
2510,Nordeste,SE,,28,,,,2022-03-07,10,2298696.0,321496.0,183,6270,2,,,
2511,Nordeste,SE,,28,,,,2022-03-08,10,2298696.0,321671.0,175,6273,3,,,
2512,Nordeste,SE,,28,,,,2022-03-09,10,2298696.0,321838.0,167,6276,3,,,
2513,Nordeste,SE,,28,,,,2022-03-10,10,2298696.0,322025.0,187,6279,3,,,
2514,Nordeste,SE,,28,,,,2022-03-11,10,2298696.0,322179.0,154,6281,2,,,
2515,Nordeste,SE,,28,,,,2022-03-12,10,2298696.0,322383.0,204,6284,3,,,
2516,Nordeste,SE,,28,,,,2022-03-13,11,2298696.0,322586.0,203,6287,3,,,
2517,Nordeste,SE,,28,,,,2022-03-14,11,2298696.0,322803.0,217,6288,1,,,
2518,Nordeste,SE,,28,,,,2022-03-15,11,2298696.0,322987.0,184,6290,2,,,
2519,Nordeste,SE,,28,,,,2022-03-16,11,2298696.0,323187.0,200,6292,2,,,
2520,Nordeste,SE,,28,,,,2022-03-17,11,2298696.0,323380.0,193,6295,3,,,
2521,Nordeste,SE,,28,,,,2022-03-18,11,2298696.0,323565.0,185,6297,2,,,
2522,Nordeste,SE,,28,,,,2022-03-19,11,2298696.0,323755.0,190,6297,0,,,
2523,Nordeste,SE,,28,,,,2022-03-20,12,2298696.0,323933.0,178,6297,0,,,
2524,Nordeste,SE,,28,,,,2022-03-21,12,2298696.0,324155.0,222,6299,2,,,
2525,Nordeste,SE,,28,,,,2022-03-22,12,2298696.0,324337.0,182,6301,2,,,
2526,Nordeste,SE,,28,,,,2022-03-23,12,2298696.0,324533.0,196,6303,2,,,
2527,Nordeste,SE,,28,,,,2022-03-24,12,2298696.0,324711.0,178,6304,1,,,
2528,Nordeste,SE,,28,,,,2022-03-25,12,2298696.0,324903.0,192,6305,1,,,
2529,Nordeste,SE,,28,,,,2022-03-26,12,2298696.0,325084.0,181,6307,2,,,
2530,Nordeste,SE,,28,,,,2022-03-27,13,2298696.0,325274.0,190,6309,2,,,
2531,Nordeste,SE,,28,,,,2022-03-28,13,2298696.0,325440.0,166,6311,2,,,
2532,Nordeste,SE,,28,,,,2022-03-29,13,2298696.0,325611.0,171,6313,2,,,
2533,Nordeste,SE,,28,,,,2022-03-30,13,2298696.0,325778.0,167,6315,2,,,
2534,Nordeste,SE,,28,,,,2022-03-31,13,2298696.0,325921.0,143,6317,2,,,
2535,Nordeste,SE,,28,,,,2022-04-01,13,2298696.0,326057.0,136,6319,2,,,
2536,Nordeste,SE,,28,,,,2022-04-02,13,2298696.0,326192.0,135,6321,2,,,
2537,Nordeste,SE,,28,,,,2022-04-03,14,2298696.0,326314.0,122,6321,0,,,
2538,Nordeste,SE,,28,,,,2022-04-04,14,2298696.0,326422.0,108,6323,2,,,
2539,Nordeste,SE,,28,,,,2022-04-05,14,2298696.0,326508.0,86,6325,2,,,
2540,Nordeste,SE,,28,,,,2022-04-06,14,2298696.0,326587.0,79,6327,2,,,
2541,Nordeste,SE,,28,,,,2022-04-07,14,2298696.0,326638.0,51,6329,2,,,
2542,Nordeste,SE,,28,,,,2022-04-08,14,2298696.0,326679.0,41,6331,2,,,
2543,Nordeste,SE,,28,,,,2022-04-09,14,2298696.0,326713.0,34,6333,2,,,
2544,Nordeste,SE,,28,,,,2022-04-10,15,2298696.0,326743.0,30,6334,1,,,
2545,Nordeste,SE,,28,,,,2022-04-11,15,2298696.0,326774.0,31,6335,1,,,
2546,Nordeste,SE,,28,,,,2022-04-12,15,2298696.0,326803.0,29,6337,2,,,
2547,Nordeste,SE,,28,,,,2022-04-13,15,2298696.0,326834.0,31,6338,1,,,
2548,Nordeste,SE,,28,,,,2022-04-14,15,2298696.0,326862.0,28,6338,0,,,
2549,Nordeste,SE,,28,,,,2022-04-15,15,2298696.0,326879.0,17,6339,1,,,
2550,Nordeste,SE,,28,,,,2022-04-16,15,2298696.0,326894.0,15,6339,0,,,
2551,Nordeste,SE,,28,,,,2022-04-17,16,2298696.0,326902.0,8,6339,0,,,
2552,Nordeste,SE,,28,,,,2022-04-18,16,2298696.0,326909.0,7,6339,0,,,
2553,Nordeste,SE,,28,,,,2022-04-19,16,2298696.0,326928.0,19,6340,1,,,
2554,Nordeste,SE,,28,,,,2022-04-20,16,2298696.0,326949.0,21,6341,1,,,
2555,Nordeste,SE,,28,,,,2022-04-21,16,2298696.0,326970.0,21,6341,0,,,
2556,Nordeste,SE,,28,,,,2022-04-22,16,2298696.0,326989.0,19,6342,1,,,
2557,Nordeste,SE,,28,,,,2022-04-23,16,2298696.0,327005.0,16,6342,0,,,
2558,Nordeste,SE,,28,,,,2022-04-24,17,2298696.0,327016.0,11,6342,0,,,
2559,Nordeste,SE,,28,,,,2022-04-25,17,2298696.0,327026.0,10,6342,0,,,
2560,Nordeste,SE,,28,,,,2022-04-26,17,2298696.0,327037.0,11,6342,0,,,
2561,Nordeste,SE,,28,,,,2022-04-27,17,2298696.0,327052.0,15,6342,0,,,
2562,Nordeste,SE,,28,,,,2022-04-28,17,2298696.0,327065.0,13,6342,0,,,
2563,Nordeste,SE,,28,,,,2022-04-29,17,2298696.0,327071.0,6,6343,1,,,
2564,Nordeste,SE,,28,,,,2022-04-30,17,2298696.0,327076.0,5,6343,0,,,
2565,Nordeste,SE,,28,,,,2022-05-01,18,2298696.0,327081.0,5,6343,0,,,
2566,Nordeste,SE,,28,,,,2022-05-02,18,2298696.0,327089.0,8,6343,0,,,
2567,Nordeste,SE,,28,,,,2022-05-03,18,2298696.0,327099.0,10,6344,1,,,
2568,Nordeste,SE,,28,,,,2022-05-04,18,2298696.0,327106.0,7,6344,0,,,
2569,Nordeste,SE,,28,,,,2022-05-05,18,2298696.0,327114.0,8,6344,0,,,
2570,Nordeste,SE,,28,,,,2022-05-06,18,2298696.0,327132.0,18,6344,0,,,
2571,Nordeste,SE,,28,,,,2022-05-07,18,2298696.0,327144.0,12,6344,0,,,
2572,Nordeste,SE,,28,,,,2022-05-08,19,2298696.0,327157.0,13,6344,0,,,
2573,Nordeste,SE,,28,,,,2022-05-09,19,2298696.0,327167.0,10,6345,1,,,
2574,Nordeste,SE,,28,,,,2022-05-10,19,2298696.0,327179.0,12,6345,0,,,
2575,Nordeste,SE,,28,,,,2022-05-11,19,2298696.0,327198.0,19,6345,0,,,
2576,Nordeste,SE,,28,,,,2022-05-12,19,2298696.0,327218.0,20,6345,0,,,
2577,Nordeste,SE,,28,,,,2022-05-13,19,2298696.0,327238.0,20,6345,0,,,
2578,Nordeste,SE,,28,,,,2022-05-14,19,2298696.0,327254.0,16,6345,0,,,
2579,Nordeste,SE,,28,,,,2022-05-15,20,2298696.0,327271.0,17,6345,0,,,
2580,Nordeste,SE,,28,,,,2022-05-16,20,2298696.0,327284.0,13,6345,0,,,
2581,Nordeste,SE,,28,,,,2022-05-17,20,2298696.0,327298.0,14,6346,1,,,
2582,Nordeste,SE,,28,,,,2022-05-18,20,2298696.0,327314.0,16,6346,0,,,
2583,Nordeste,SE,,28,,,,2022-05-19,20,2298696.0,327335.0,21,6346,0,,,
2584,Nordeste,SE,,28,,,,2022-05-20,20,2298696.0,327349.0,14,6346,0,,,
2585,Nordeste,SE,,28,,,,2022-05-21,20,2298696.0,327363.0,14,6346,0,,,
2586,Nordeste,SE,,28,,,,2022-05-22,21,2298696.0,327373.0,10,6346,0,,,
2587,Nordeste,SE,,28,,,,2022-05-23,21,2298696.0,327379.0,6,6346,0,,,
2588,Nordeste,SE,,28,,,,2022-05-24,21,2298696.0,327397.0,18,6347,1,,,
2589,Nordeste,SE,,28,,,,2022-05-25,21,2298696.0,327411.0,14,6347,0,,,
2590,Nordeste,SE,,28,,,,2022-05-26,21,2298696.0,327417.0,6,6347,0,,,
2591,Nordeste,SE,,28,,,,2022-05-27,21,2298696.0,327429.0,12,6347,0,,,
2592,Nordeste,SE,,28,,,,2022-05-28,21,2298696.0,327439.0,10,6348,1,,,
2593,Nordeste,SE,,28,,,,2022-05-29,22,2298696.0,327442.0,3,6348,0,,,
2594,Nordeste,SE,,28,,,,2022-05-30,22,2298696.0,327451.0,9,6348,0,,,
2595,Nordeste,SE,,28,,,,2022-05-31,22,2298696.0,327458.0,7,6348,0,,,
2596,Nordeste,SE,,28,,,,2022-06-01,22,2298696.0,327474.0,16,6348,0,,,
2597,Nordeste,SE,,28,,,,2022-06-02,22,2298696.0,327490.0,16,6348,0,,,
2598,Nordeste,SE,,28,,,,2022-06-03,22,2298696.0,327517.0,27,6348,0,,,
2599,Nordeste,SE,,28,,,,2022-06-04,22,2298696.0,327528.0,11,6348,0,,,
2600,Nordeste,SE,,28,,,,2022-06-05,23,2298696.0,327538.0,10,6348,0,,,
2601,Nordeste,SE,,28,,,,2022-06-06,23,2298696.0,327552.0,14,6348,0,,,
2602,Nordeste,SE,,28,,,,2022-06-07,23,2298696.0,327574.0,22,6348,0,,,
2603,Nordeste,SE,,28,,,,2022-06-08,23,2298696.0,327597.0,23,6349,1,,,
2604,Nordeste,SE,,28,,,,2022-06-09,23,2298696.0,327638.0,41,6349,0,,,
2605,Nordeste,SE,,28,,,,2022-06-10,23,2298696.0,327687.0,49,6350,1,,,
2606,Nordeste,SE,,28,,,,2022-06-11,23,2298696.0,327713.0,26,6350,0,,,
2607,Nordeste,SE,,28,,,,2022-06-12,24,2298696.0,327722.0,9,6351,1,,,
2608,Nordeste,BA,,29,,,,2022-01-01,52,14873064.0,1271029.0,171,27507,1,,,
2609,Nordeste,BA,,29,,,,2022-01-02,1,14873064.0,1271155.0,126,27510,3,,,
2610,Nordeste,BA,,29,,,,2022-01-03,1,14873064.0,1271250.0,95,27519,9,,,
2611,Nordeste,BA,,29,,,,2022-01-04,1,14873064.0,1271962.0,712,27538,19,,,
2612,Nordeste,BA,,29,,,,2022-01-05,1,14873064.0,1272667.0,705,27550,12,,,
2613,Nordeste,BA,,29,,,,2022-01-06,1,14873064.0,1273955.0,1288,27554,4,,,
2614,Nordeste,BA,,29,,,,2022-01-07,1,14873064.0,1275289.0,1334,27574,20,,,
2615,Nordeste,BA,,29,,,,2022-01-08,1,14873064.0,1276832.0,1543,27589,15,,,
2616,Nordeste,BA,,29,,,,2022-01-09,2,14873064.0,1277608.0,776,27592,3,,,
2617,Nordeste,BA,,29,,,,2022-01-10,2,14873064.0,1277975.0,367,27607,15,,,
2618,Nordeste,BA,,29,,,,2022-01-11,2,14873064.0,1280127.0,2152,27616,9,,,
2619,Nordeste,BA,,29,,,,2022-01-12,2,14873064.0,1281737.0,1610,27628,12,,,
2620,Nordeste,BA,,29,,,,2022-01-13,2,14873064.0,1283736.0,1999,27642,14,,,
2621,Nordeste,BA,,29,,,,2022-01-14,2,14873064.0,1286166.0,2430,27650,8,,,
2622,Nordeste,BA,,29,,,,2022-01-15,2,14873064.0,1287084.0,918,27658,8,,,
2623,Nordeste,BA,,29,,,,2022-01-16,3,14873064.0,1288556.0,1472,27662,4,,,
2624,Nordeste,BA,,29,,,,2022-01-17,3,14873064.0,1290351.0,1795,27672,10,,,
2625,Nordeste,BA,,29,,,,2022-01-18,3,14873064.0,1294269.0,3918,27695,23,,,
2626,Nordeste,BA,,29,,,,2022-01-19,3,14873064.0,1299156.0,4887,27711,16,,,
2627,Nordeste,BA,,29,,,,2022-01-20,3,14873064.0,1303045.0,3889,27731,20,,,
2628,Nordeste,BA,,29,,,,2022-01-21,3,14873064.0,1308146.0,5101,27752,21,,,
2629,Nordeste,BA,,29,,,,2022-01-22,3,14873064.0,1312371.0,4225,27770,18,,,
2630,Nordeste,BA,,29,,,,2022-01-23,4,14873064.0,1316452.0,4081,27773,3,,,
2631,Nordeste,BA,,29,,,,2022-01-24,4,14873064.0,1319176.0,2724,27791,18,,,
2632,Nordeste,BA,,29,,,,2022-01-25,4,14873064.0,1325321.0,6145,27819,28,,,
2633,Nordeste,BA,,29,,,,2022-01-26,4,14873064.0,1331776.0,6455,27837,18,,,
2634,Nordeste,BA,,29,,,,2022-01-27,4,14873064.0,1339384.0,7608,27866,29,,,
2635,Nordeste,BA,,29,,,,2022-01-28,4,14873064.0,1347375.0,7991,27894,28,,,
2636,Nordeste,BA,,29,,,,2022-01-29,4,14873064.0,1355500.0,8125,27907,13,,,
2637,Nordeste,BA,,29,,,,2022-01-30,5,14873064.0,1359487.0,3987,27912,5,,,
2638,Nordeste,BA,,29,,,,2022-01-31,5,14873064.0,1363312.0,3825,27944,32,,,
2639,Nordeste,BA,,29,,,,2022-02-01,5,14873064.0,1367697.0,4385,27981,37,,,
2640,Nordeste,BA,,29,,,,2022-02-02,5,14873064.0,1374028.0,6331,28026,45,,,
2641,Nordeste,BA,,29,,,,2022-02-03,5,14873064.0,1389564.0,15536,28077,51,,,
2642,Nordeste,BA,,29,,,,2022-02-04,5,14873064.0,1399401.0,9837,28133,56,,,
2643,Nordeste,BA,,29,,,,2022-02-05,5,14873064.0,1406018.0,6617,28164,31,,,
2644,Nordeste,BA,,29,,,,2022-02-06,6,14873064.0,1408323.0,2305,28168,4,,,
2645,Nordeste,BA,,29,,,,2022-02-07,6,14873064.0,1410619.0,2296,28217,49,,,
2646,Nordeste,BA,,29,,,,2022-02-08,6,14873064.0,1418945.0,8326,28281,64,,,
2647,Nordeste,BA,,29,,,,2022-02-09,6,14873064.0,1424629.0,5684,28345,64,,,
2648,Nordeste,BA,,29,,,,2022-02-10,6,14873064.0,1435389.0,10760,28399,54,,,
2649,Nordeste,BA,,29,,,,2022-02-11,6,14873064.0,1444048.0,8659,28448,49,,,
2650,Nordeste,BA,,29,,,,2022-02-12,6,14873064.0,1452365.0,8317,28477,29,,,
2651,Nordeste,BA,,29,,,,2022-02-13,7,14873064.0,1457280.0,4915,28491,14,,,
2652,Nordeste,BA,,29,,,,2022-02-14,7,14873064.0,1459086.0,1806,28536,45,,,
2653,Nordeste,BA,,29,,,,2022-02-15,7,14873064.0,1464432.0,5346,28591,55,,,
2654,Nordeste,BA,,29,,,,2022-02-16,7,14873064.0,1470387.0,5955,28680,89,,,
2655,Nordeste,BA,,29,,,,2022-02-17,7,14873064.0,1473788.0,3401,28779,99,,,
